Week,Usuario,Tarea,Value ID,ES,ES OLD,EN,EN OLD,PT,PT OLD,Status,Items adoption,Prd adoption,Decisión 2do revisor,Valor correcto  1er Revisor,Valor correcto 2do Revisor,A unificar 1er Revisor,A unificar 2do Revisor
2025 W16,vcrespo,4383147,41722002,Mascarilla de tratamiento,-,Treatment mask,-,Progressiva,-,PROPOSED,0,2,UNIFY,false,false,false,false
2025 W16,vcrespo,4383166,21067768,[Escadas de agilidade],-,PP,-,PP,-,PROPOSED,54,2,UNIFY,false,false,true,true
2025 W16,vcrespo,4425527,37792680,Imán,-,Imán,-,Ímã,-,PROPOSED,0,3,UNIFY,false,false,true,true
2025 W16,vcrespo,4383197,32148506,Verano,-,Summer,-,Verãno,-,PROPOSED,0,4,UNIFY,false,false,true,false
2025 W16,vcrespo,4383166,19194458,Plástico,-,PP,-,PP,-,PROPOSED,2257,173,UNIFY,false,false,false,false
2025 W16,vcrespo,4383147,24973468,Mascarillas de tratamiento,-,Treatment masks,-,Máscaras de tratamento,-,PROPOSED,0,8,UNIFY,false,false,true,true
2025 W16,vcrespo,4383208,31898868,Polyester,-,Polyester,-,Poliéster,-,PROPOSED,0,9,UNIFY,false,false,true,true
2025 W16,vcrespo,4403832,24899721,Sérum Gel,-,Gel Serum,-,Sérum Gel,-,PROPOSED,0,5,UNIFY,false,false,false,false
2025 W16,vcrespo,4383147,13292937,Máscara Tratamiento,-,Treatment Mask,-,Máscara Tratamento,-,PROPOSED,977,32,UNIFY,false,false,true,true
2025 W16,vcrespo,4403804,47889926,Sin cierre,-,Without closure,-,Botão,-,PROPOSED,0,1,UNIFY,false,false,false,false
2025 W16,marmujica,4425524,28648444,Celebración,-,Celebration,-,Celebración,-,CURRENT,0,30,UNIFY,false,false,true,true
2025 W16,vcrespo,4403759,13752650,salsa tipo inglesa,-,Worcestershire sauce,-,molho tipo inglês,-,PROPOSED,128,12,UNIFY,false,false,true,true
2025 W16,marmujica,4526020,6081794,Acondicionador,-,Conditioner,-,Condicionador,-,CURRENT,83920,2055,UNIFY,true,true,true,true
2025 W16,vcrespo,4481153,27354531,proteina,-,proteina,-,proteina,-,PROPOSED,0,2,UNIFY,false,false,true,true
2025 W16,marmujica,4425524,22680521,Festejos,-,Celebrations,-,Festejos,-,PROPOSED,0,28,UNIFY,false,false,false,false
2025 W16,vcrespo,4425527,13779980,Imán,-,Magnet,-,Imã,-,PROPOSED,1813,52,UNIFY,true,true,true,true
2025 W16,vcrespo,4403751,47364933,despedidas de soltero,-,Bachelor parties,-,despedidas de solteiro,-,PROPOSED,0,5,UNIFY,false,false,true,true
2025 W16,vcrespo,4403804,14777404,Sin cierre,-,Without closure,-,Sem fecho,-,PROPOSED,2048,84,UNIFY,true,true,true,true
2025 W16,vcrespo,4403804,18327417,Sin cierre,-,Without closure,-,Sem fechamento,-,PROPOSED,1900,17,UNIFY,false,false,true,true
2025 W16,vcrespo,4383208,40608864,Poliéster,-,Polyester,-,Cetim,-,PROPOSED,0,1,UNIFY,false,false,false,false
2025 W16,vcrespo,4403788,18723072,Cremas Corporales,-,Body Creams,-,Cremes Corporais,-,CURRENT,91,2,UNIFY,false,false,true,true
2025 W16,marmujica,4526020,34389862,Acondicionador,-,Shampoo,-,Condicionador,-,PROPOSED,0,2,UNIFY,false,false,true,true
2025 W16,vcrespo,4403804,40033604,Sin cierre,-,Without closure,-,Sem ziper,-,CURRENT,0,16,UNIFY,false,false,true,true
2025 W16,vcrespo,4403764,13370976,Exfoliante,-,Exfoliant,-,Esfoliante,-,CURRENT,13036,852,UNIFY,true,true,true,true
2025 W16,vcrespo,4383198,27128746,INVIERNO,-,INVIERNO,-,INVERNO,-,PROPOSED,0,1,UNIFY,false,false,true,true
2025 W16,vcrespo,4526007,28170343,Ceramica,-,Ceramica,-,Cerâmica feldspática,-,PROPOSED,1713,21,UNIFY,false,false,false,false
2025 W16,marmujica,4503320,27729987,Resina,-,Resin,-,Aço Inox,-,PROPOSED,117,5,UNIFY,false,false,false,false
2025 W16,marmujica,4503320,17580554,Resina,-,Resina,-,Resina,-,PROPOSED,74146,183,UNIFY,false,false,true,true
2025 W16,vcrespo,4383166,38100822,PP,-,PP,-,PP,-,PROPOSED,65,2,UNIFY,false,false,true,true
2025 W16,vcrespo,4383166,26974913,Plástico,-,Plastic,-,PP,-,PROPOSED,428,7,UNIFY,false,false,false,false
2025 W16,vcrespo,4383208,47659521,Poliéster,-,Polyester,-,Nylon,-,PROPOSED,0,1,UNIFY,false,false,false,false
2025 W16,vcrespo,4481153,24651795,PROTEÍNA,-,PROTEÍNA,-,PROTEÍNA,-,PROPOSED,0,2,UNIFY,false,false,true,true
2025 W16,vcrespo,4526009,14046178,Globos,-,Transparent,-,Transparente,-,CURRENT,42,85,UNIFY,false,false,false,false
2025 W16,marmujica,4383140,36763074,Hoja,-,Sheet,-,Folha,-,PROPOSED,0,4,UNIFY,false,false,true,true
2025 W16,vcrespo,4383204,48274217,religiosos,-,Religious,-,religios,-,PROPOSED,0,1,UNIFY,false,false,true,true
2025 W16,marmujica,4481147,16170366,Tónico,-,Hair Tonic for Growth and Strength,-,Tônico,-,PROPOSED,373,32,UNIFY,false,false,true,true
2025 W16,marmujica,4503320,45914213,Resina,-,Resin,-,Nylon,-,PROPOSED,150,4,UNIFY,false,false,false,false
2025 W16,vcrespo,4526012,35166139,Elegante,-,Elegante,-,Elegante,-,PROPOSED,0,11,UNIFY,false,false,false,true
2025 W16,vcrespo,4454984,24967263,Tratamiento Acondicionador,-,Conditioning Treatment,-,Tratamento Condicionador,-,PROPOSED,0,1,UNIFY,false,false,true,true
2025 W16,marmujica,4503320,27981841,Resina,-,Resin,-,Resina,-,PROPOSED,71,4,UNIFY,false,false,false,false
2025 W16,marmujica,4425524,44921480,Celebrations,-,Celebrations,-,Celebrações,-,PROPOSED,0,4,UNIFY,false,false,true,true
2025 W16,vcrespo,4403751,45237194,Despedidas de soltero (a),-,Bachelor parties,-,Despedidas de solteiro(a,-,PROPOSED,0,12,UNIFY,false,false,true,true
2025 W16,marmujica,4425524,28648454,Celebrações,-,Celebrations,-,Celebrações,-,PROPOSED,0,1,UNIFY,false,false,true,true
2025 W16,vcrespo,4383207,18608235,Playa,-,Beach,-,Praia,-,CURRENT,526409,30,UNIFY,true,true,true,true
2025 W16,vcrespo,4383147,42685398,Mascarilla de tratamiento,-,Treatment mask,-,Escova progressiva,-,PROPOSED,0,2,UNIFY,false,false,false,false
2025 W16,vcrespo,4403832,5946066,Gel/Sérum,-,Gel/Serum,-,Gel/Sérum,-,CURRENT,6017,48,UNIFY,true,true,true,true
2025 W16,marmujica,4526020,45577744,Acondicionador,-,Conditioner,-,Condiciondor,-,PROPOSED,0,2,UNIFY,false,false,true,true
2025 W16,vcrespo,4403804,47333052,Sin cierre,-,Without closure,-,Cordão,-,PROPOSED,0,1,UNIFY,false,false,false,false
2025 W16,vcrespo,4454984,16397332,Tratamiento Acondicionador,-,Conditioning Treatment,-,Tratamento Condicionante,-,PROPOSED,436,20,UNIFY,false,false,true,true
2025 W16,vcrespo,4383147,37779913,Mascarilla de tratamiento,-,Treatment mask,-,Alisamento,-,PROPOSED,0,6,UNIFY,false,false,false,false
2025 W16,vcrespo,4481148,35467257,Pulseras femeninas,-,Women's bracelets,-,Pulseiras femininas,-,PROPOSED,0,4,UNIFY,false,false,true,true
2025 W16,vcrespo,4403759,11053492,Salsa Inglesa,-,Worcestershire,-,Molho Inglês,-,PROPOSED,238,16,UNIFY,false,false,true,true
2025 W16,vcrespo,4383166,20760026,Pp de bebé,-,Pp,-,Pp,-,PROPOSED,2031,141,UNIFY,false,false,true,false
2025 W16,marmujica,4526008,28638792,Bodas,-,Weddings,-,Casamentos,-,CURRENT,0,667,UNIFY,true,true,true,true
2025 W16,vcrespo,4526014,27281661,Novia,-,Bride,-,Noiva,-,PROPOSED,0,17,UNIFY,true,true,true,true
2025 W16,vcrespo,4425527,25469596,Imán,-,Imán,-,Imã,-,PROPOSED,0,17,UNIFY,false,false,true,true
2025 W16,vcrespo,4383166,38098843,PP,-,PP,-,PP,-,PROPOSED,43,1,UNIFY,false,false,true,true
2025 W16,vcrespo,4481153,37313222,Proteínas,-,Proteínas,-,Proteínas,-,PROPOSED,0,2,UNIFY,false,false,true,true
2025 W16,vcrespo,4383147,40036535,Máscara tratante,-,Treatment mask,-,Máscara tratante,-,PROPOSED,0,2,UNIFY,false,false,true,true
2025 W16,vcrespo,4481148,49783688,pulsera mujer,-,women's bracelet,-,pulseira feminina,-,PROPOSED,0,1,UNIFY,false,false,false,true
2025 W16,vcrespo,4383206,28613497,Llave de impacto,-,Impact wrench,-,Parafusadeira,-,PROPOSED,0,6,UNIFY,false,true,false,true
2025 W16,marmujica,4503320,24357599,Resina,-,Fabric+Bamboo,-,Fabric+Bamboo,-,PROPOSED,408,15,UNIFY,false,false,false,false
2025 W16,vcrespo,4526012,47822259,Elegante,-,Elegante,-,Chique,-,PROPOSED,0,26,UNIFY,false,false,false,false
2025 W16,marmujica,4425524,18943848,Celebración,-,Celebration,-,Celebração,-,PROPOSED,11,32,UNIFY,false,false,true,true
2025 W16,vcrespo,4455402,21028748,Niños,-,Childrens,-,Crianças,-,PROPOSED,0,2,UNIFY,false,false,true,true
2025 W16,marmujica,4383140,2663194,Hoja,-,Sheet,-,Folha,-,CURRENT,256212,1420,UNIFY,true,true,true,true
2025 W16,vcrespo,4403832,20588066,Sérum-gel,-,Serum-gel,-,Sérum-gel,-,PROPOSED,67,3,UNIFY,false,false,true,true
2025 W16,marmujica,4526008,48339700,casamietos,-,Weddings,-,casamietos,-,PROPOSED,0,1,UNIFY,false,false,true,true
2025 W16,marmujica,4481147,16101259,Tonico,-,"Product for hair growth, hair growth, anti-hair loss treatment, hair schedule",-,Tonico,-,PROPOSED,6,2,UNIFY,false,false,false,true
2025 W16,vcrespo,4403788,27735261,Cremas P/ Cuerpo,-,Body Creams,-,Cremes P/ Corpo,-,PROPOSED,0,2,UNIFY,false,false,true,true
2025 W16,marmujica,4481147,9543157,Tónico,-,Tonic,-,Tônico,-,CURRENT,19854,570,UNIFY,true,true,true,true
2025 W16,vcrespo,4403832,24828248,Serum y Gel,-,Serum and Gel,-,Sérum e Gel,-,PROPOSED,0,5,UNIFY,false,false,true,true
2025 W16,vcrespo,4455402,18042360,Niños,-,kiddies,-,Crianças,-,PROPOSED,0,3,UNIFY,false,false,true,true
2025 W16,vcrespo,4455402,24667371,niños,-,niños,-,Crianças,-,PROPOSED,0,15,UNIFY,false,false,true,true
2025 W16,marmujica,4526008,24667364,bodas,-,bodas,-,casamentos,-,PROPOSED,0,402,UNIFY,false,false,true,true
2025 W16,vcrespo,4455402,45312865,Childish,-,Childish,-,Childish,-,PROPOSED,0,1,UNIFY,false,false,true,true
2025 W16,vcrespo,4383147,37446830,Mascarilla de tratamiento,-,Treatment mask,-,Máscara de Reconstrução,-,PROPOSED,0,2,UNIFY,false,false,false,false
2025 W16,vcrespo,4526012,27656706,Elegante,-,Elegant,-,Elegante,-,CURRENT,0,1359,UNIFY,true,true,true,true
2025 W16,vcrespo,4526007,42177733,Ceramica,-,Ceramics,-,Cerâmica,-,PROPOSED,3453,20,UNIFY,false,false,true,true
2025 W16,vcrespo,4383208,43044271,Poliéster,-,Polyester,-,Confeccionada em poliéster com frente em silk com detalhes em pelúcia.,-,PROPOSED,0,2,UNIFY,false,false,true,false
2025 W16,marmujica,4526008,44861432,Weddings,-,Weddings,-,Weddings,-,PROPOSED,0,131,UNIFY,false,false,true,true
2025 W16,vcrespo,4383147,19269242,Máscara de Tratamiento,-,Treatment Mask,-,Máscara de Tratamento,-,PROPOSED,88,6,UNIFY,false,false,true,true
2025 W16,vcrespo,4481153,20193934,Proteína,-,Protein,-,Proteína,-,CURRENT,268,5,UNIFY,true,true,true,true
2025 W16,vcrespo,4403764,50233498,Exfoliante,-,Exfoliant,-,"Esfoliante com Óleo Quinoa textura confortável, não agride a pele",-,PROPOSED,0,2,UNIFY,false,false,true,true
2025 W16,vcrespo,4383208,18953404,poliéster,-,Polyester,-,poliéste,-,PROPOSED,17,1,UNIFY,false,false,true,true
2025 W16,vcrespo,4383147,35194810,Mascarilla para tratamiento,-,Treatment mask,-,Máscara para tratamento,-,PROPOSED,0,4,UNIFY,false,false,false,false
2025 W16,vcrespo,4526011,19967884,Presión,-,Snap,-,Pressão,-,CURRENT,14352,109,UNIFY,false,false,true,true
2025 W16,marmujica,4503320,24370201,Resina,-,Resin,-,Resina,-,PROPOSED,71,4,UNIFY,false,false,false,false
2025 W16,vcrespo,4403753,20610586,Bruma,-,Mist,-,Bruma,-,CURRENT,809,33,UNIFY,true,true,true,true
2025 W16,vcrespo,4383206,41571938,Llave de impacto,-,Impact wrench,-,Parafusadeira,-,PROPOSED,0,1,UNIFY,false,false,true,true
2025 W16,vcrespo,4481148,20228366,Pulsera femenina,-,Women's bracelet,-,Pulseira feminina,-,CURRENT,393,265,UNIFY,true,true,true,true
2025 W16,vcrespo,4383147,37579009,Tratamiento - Máscara,-,Treatment - Mask,-,Treatment - Máscara,-,PROPOSED,0,6,UNIFY,false,false,true,true
2025 W16,vcrespo,4455402,17422792,Niños,-,Childish,-,Crianças,-,CURRENT,142,40,UNIFY,true,true,true,true
2025 W16,vcrespo,4383208,930362,Poliéster,-,Polyester,-,Poliéster,-,CURRENT,1744911,6805,UNIFY,true,true,true,true
2025 W16,marmujica,4425524,28651191,Festejos,-,Celebrations,-,Celebrações,-,PROPOSED,0,3,UNIFY,false,false,false,false
2025 W16,vcrespo,4383197,4369779,Verano,-,Summer,-,Verãno,-,CURRENT,1000392,12252,UNIFY,true,true,true,true
2025 W16,vcrespo,4383146,8865810,Loción,-,Lotion,-,Loção,-,CURRENT,11170,328,UNIFY,true,true,true,true
2025 W16,marmujica,4503320,415878,Resina,-,Resin,-,Resina,-,CURRENT,5020361,24955,UNIFY,true,true,true,true
2025 W16,marmujica,4526020,36463327,hair conditioner,-,hair conditioner,-,condicionador de cabelo,-,PROPOSED,0,24,UNIFY,false,false,true,true
2025 W16,marmujica,4526020,27041945,Balsamo para el cabello,-,Hair conditioner,-,Condicionador para cabelo,-,PROPOSED,0,2,UNIFY,false,false,true,false
2025 W16,marmujica,4526020,33139636,acondicionador,-,conditioner,-,condicionadeor,-,PROPOSED,0,2,UNIFY,false,false,true,true
2025 W16,marmujica,4503320,39814443,Resina,-,Resin,-,Polímero,-,PROPOSED,109,6,UNIFY,false,false,false,false
2025 W16,vcrespo,4403751,6819097,Despedida de soltero,-,Bachelor party,-,Despedida de solteiro,-,CURRENT,46188,37,UNIFY,true,true,true,true
2025 W16,vcrespo,4383206,16525488,Llave de impacto,-,Impact wrench,-,Chave de impacto,-,CURRENT,92769,1740,UNIFY,true,false,true,false
2025 W16,marmujica,4425524,23746572,Comemorações,-,Celebrations,-,Comemorações,-,PROPOSED,0,20,UNIFY,false,false,true,true
2025 W16,vcrespo,4383208,19781642,-oliéster,-,-polyester,-,-oliéster,-,PROPOSED,22,1,UNIFY,false,false,true,true
2025 W16,vcrespo,4526016,47280621,confraternización,-,Fraternization,-,confreternização,-,PROPOSED,0,1,UNIFY,false,false,true,true
2025 W16,vcrespo,4526007,2282603,Cerámica,-,Ceramic,-,Cerâmica,-,CURRENT,8947984,51222,UNIFY,true,true,true,true
2025 W16,vcrespo,4383147,9046421,Mascarilla de tratamiento,-,Treatment mask,-,Máscara de tratamento,-,CURRENT,57001,1099,UNIFY,true,true,true,true
2025 W16,vcrespo,4526011,14898748,Presión,-,Pressure,-,Pressão,-,PROPOSED,39,5,UNIFY,true,true,true,true
2025 W16,marmujica,4526020,13492630,Acondicionador,-,Conditioner,-,Condicionador,-,PROPOSED,534,45,UNIFY,false,false,true,true
2025 W16,vcrespo,4526012,3329324,Elegante,-,Elegant,-,Elegante,-,CURRENT,809871,1062,UNIFY,false,false,false,false
2025 W16,vcrespo,4526007,27569188,Ceramica,-,Faience,-,Cerâmica,-,PROPOSED,759,81,UNIFY,false,false,true,false
2025 W16,vcrespo,4455391,17195340,Sin Mangas,-,Sleeveless,-,Sin Mangas,-,PROPOSED,645,3,UNIFY,false,false,true,true
2025 W16,vcrespo,4403759,9068453,Salsa Inglesa Worcestershire,-,Worcestershire Sauce,-,Molho Inglês Worcestershire,-,CURRENT,443,22,UNIFY,false,false,true,true
2025 W16,vcrespo,4403759,9068430,Salsa inglesa,-,Worcestershire sauce,-,Molho inglês,-,CURRENT,1439,73,UNIFY,true,true,true,true
2025 W16,marmujica,4383140,2132861,Lámina,-,Sheet,-,Folha,-,PROPOSED,93868,387,UNIFY,false,false,true,false
2025 W16,vcrespo,4383166,34487960,Polipropileno,-,Polypropylene,-,PP,-,PROPOSED,98,5,UNIFY,false,false,true,true
2025 W16,vcrespo,4383204,47901752,Religioso,-,Religious,-,Minimalista,-,PROPOSED,0,1,UNIFY,false,false,false,false
2025 W16,vcrespo,4383198,4369778,Invierno,-,Winter,-,Inverno,-,CURRENT,39148,326,UNIFY,true,true,true,true
2025 W16,vcrespo,4526009,28677621,Transparente,-,Transparent,-,Transparente,-,CURRENT,0,58,UNIFY,true,true,true,true
2025 W16,vcrespo,4383207,44782032,Beach,-,Beach,-,Praia,-,PROPOSED,0,1,UNIFY,false,false,true,true
2025 W16,vcrespo,4526012,39052840,Elegantte,-,Elegantte,-,Elegante,-,PROPOSED,0,1,UNIFY,false,false,true,true
2025 W16,vcrespo,4526007,27857273,Cerámica,-,Ceramic,-,Vidro,-,PROPOSED,981,53,UNIFY,false,false,false,false
2025 W16,vcrespo,4526007,32263472,Cerámica,-,Ceramic,-,Porcelana,-,PROPOSED,1087,72,UNIFY,false,false,false,false
2025 W16,vcrespo,4383147,38146418,Mascarilla de tratamiento,-,Treatment mask,-,Botox capilar,-,PROPOSED,0,2,UNIFY,false,false,false,false
2025 W17,marmujica,4589026,13625795,Ampollas,-,Ampoules,-,Ampolas,-,PROPOSED,3857,136,NO_UNIFY,true,false,true,false
2025 W17,marmujica,4589026,13363481,Ampolletas,-,Ampoules,-,Ampolas,-,PROPOSED,427,18,NO_UNIFY,false,false,true,false
2025 W17,marmujica,4546538,9071156,Salsa barbecue tradicional,-,Traditional barbecue sauce,-,Molho barbecue tradicional,-,CURRENT,97,4,NO_UNIFY,true,false,true,false
2025 W17,marmujica,4546538,12959509,Salsa para Asado Tradicional,-,Traditional Barbecue Sauce,-,Molho para Churrasco Tradicional,-,CURRENT,7,2,NO_UNIFY,false,false,true,false
2025 W17,marmujica,4546543,28523775,Femenino,-,Feminine,-,Femenino,-,CURRENT,0,156,NO_UNIFY,true,false,true,false
2025 W17,marmujica,4546543,48533879,Femenino,-,Feminine,-,Coração,-,PROPOSED,0,1,NO_UNIFY,false,false,true,false
2025 W17,marmujica,4546543,17105330,Femenino,-,Feminine,-,Feminino,-,CURRENT,12,42,NO_UNIFY,false,false,true,false
2025 W17,marmujica,4546543,42057453,Femenino,-,Feminine,-,Moderno,-,PROPOSED,0,1,NO_UNIFY,false,false,false,false
2025 W17,marmujica,4546553,22781553,Termo,-,Thermos,-,Garrafas térmicas,-,CURRENT,0,15,NO_UNIFY,true,false,true,false
2025 W17,marmujica,4546553,22781556,termos,-,Thermos,-,garrafas térmicas,-,PROPOSED,0,12,NO_UNIFY,false,false,true,false
2025 W17,marmujica,4546553,25300553,Thermos,-,Thermos,-,Thermos,-,PROPOSED,0,1,NO_UNIFY,false,false,true,false
2025 W17,marmujica,4589027,38987650,Pomada,-,Pomade,-,Cera,-,PROPOSED,0,2,UNIFY,false,false,true,false
2025 W17,marmujica,4589027,11026013,Pomada,-,Pomade,-,Pomada,-,CURRENT,106843,1993,UNIFY,true,true,true,true
2025 W17,marmujica,4302274,27590854,Mclarenol,-,Mclarenol,-,Mclarenol,-,CURRENT,6445,8,UNIFY,false,false,true,true
2025 W17,marmujica,4566711,14898748,Presión,-,Pressure,-,Pressão,-,PROPOSED,38,5,UNIFY,false,false,true,true
2025 W17,marmujica,4329619,20859766,Zonacriativa,-,Zonacriativa,-,Zonacriativa,-,CURRENT,202918,7353,UNIFY,true,true,true,true
2025 W17,marmujica,4546544,43987577,cadenahombre,-,Men's chain,-,corrente masculina,-,PROPOSED,0,17,UNIFY,false,false,true,true
2025 W17,marmujica,4613197,44850966,Collares para hombre,-,Men's Necklaces,-,Colares Masculinos,-,PROPOSED,0,4,UNIFY,false,false,false,true
2025 W17,marmujica,4546544,45351365,Cadena para hombre,-,Men's chain,-,Corernte Masculino,-,PROPOSED,0,7,UNIFY,false,false,true,true
2025 W17,marmujica,4546536,11053489,Salsa de Tomate Aceituna,-,Olive Tomato Sauce,-,Molho de Tomate Azeitona,-,CURRENT,84,6,UNIFY,false,false,true,false
2025 W17,marmujica,4613199,28523775,femenina,-,femenina,-,feminina,-,CURRENT,0,156,UNIFY,false,false,true,true
2025 W17,marmujica,4329619,34882147,Stitch,-,Stitch,-,Zonacriativa,-,PROPOSED,2386,179,UNIFY,false,false,false,false
2025 W17,marmujica,4526037,20793592,Vinagreta,-,vinaigrette,-,Vinagreta,-,PROPOSED,344,29,UNIFY,false,false,false,false
2025 W17,marmujica,4613197,45235763,Collar para hombre,-,Men's necklace,-,Colar Mascuino,-,PROPOSED,0,1,UNIFY,false,false,true,true
2025 W17,marmujica,4589027,16025920,Pomade,-,Pomade,-,Pomade,-,PROPOSED,180,6,UNIFY,false,false,true,true
2025 W17,marmujica,4329619,34583333,ZC,-,ZC,-,Zonacriativa,-,PROPOSED,165,11,UNIFY,false,false,true,false
2025 W17,marmujica,4613197,48476196,collar varonil,-,men's necklace,-,colar masculino,-,PROPOSED,0,1,UNIFY,false,false,true,true
2025 W17,marmujica,4589028,11044454,Salsa de Tomate Tradizionale,-,Tradizionale Tomato Sauce,-,Molho de Tomate Tradizionale,-,CURRENT,34,2,UNIFY,false,false,true,true
2025 W17,marmujica,4589028,13636071,Salsa de tomate tradicional,-,Traditional tomato sauce,-,Molho de tomate tradicional,-,CURRENT,2874,99,UNIFY,true,true,true,true
2025 W17,marmujica,4329619,46772912,Zona-criativa,-,Zona-criativa,-,Zona criativa,-,PROPOSED,12,2,UNIFY,false,false,true,true
2025 W17,marmujica,4526037,14949602,vinagreta,-,dressing,-,vinagreta,-,PROPOSED,211,6,UNIFY,false,false,false,false
2025 W17,marmujica,4526037,20531944,Aderezos,-,Dressings,-,Aderezos,-,CURRENT,191,10,UNIFY,false,false,true,true
2025 W17,marmujica,4546544,43987319,cadena para caballero,-,men's chain,-,corrente masculina,-,PROPOSED,0,4,UNIFY,false,false,true,true
2025 W17,marmujica,4546544,44921151,cadenas hombre,-,men's chains,-,correntes masculinas,-,PROPOSED,0,4,UNIFY,false,false,true,true
2025 W17,marmujica,4589027,35939735,Pomada,-,Pomade,-,Pasta,-,PROPOSED,0,25,UNIFY,false,false,true,false
2025 W17,marmujica,4613197,47138773,Collar Masculino,-,Men's Necklace,-,Cordão Masculio,-,PROPOSED,0,2,UNIFY,false,false,true,true
2025 W17,marmujica,4566687,355775,Fire OS,-,Fire OS,-,Fire OS,-,CURRENT,15260,49,UNIFY,false,true,true,true
2025 W17,marmujica,4546536,9071042,Salsa de tomate oliva,-,Olive tomato sauce,-,Molho de tomate azeitona,-,PROPOSED,35,2,UNIFY,false,false,true,false
2025 W17,marmujica,4613197,44970195,Collar de hombre,-,Men's necklace,-,Colar masculino,-,PROPOSED,0,2,UNIFY,false,false,true,true
2025 W17,marmujica,4302274,27601976,Mclarenol,-,Mclarenol,-,Mclarenol,-,PROPOSED,814,2,UNIFY,false,false,true,true
2025 W17,marmujica,4546536,9864214,Salsa de tomate oliva,-,Olive tomato sauce,-,Molho de tomate oliva,-,CURRENT,397,4,UNIFY,true,true,true,true
2025 W17,marmujica,4546544,28130267,Collar masculino,-,Men's Chain,-,Corrente Masculina,-,CURRENT,0,89,UNIFY,false,false,false,false
2025 W17,marmujica,4589027,19316888,Pomada,-,Wax,-,Pomada,-,PROPOSED,1096,53,UNIFY,false,false,true,true
2025 W17,marmujica,4613199,41646440,Femenino,-,Feminine,-,Menino,-,PROPOSED,0,4,UNIFY,false,false,false,false
2025 W17,marmujica,4613197,28113526,Collar masculino,-,Men's necklace,-,Cordão masculino,-,CURRENT,0,504,UNIFY,true,true,true,true
2025 W17,marmujica,4546536,11044522,Salsa de Tomate Olive,-,Olive Tomato Sauce,-,Molho de Tomate Olive,-,CURRENT,36,2,UNIFY,false,false,true,true
2025 W17,marmujica,4546544,28100977,Cadena masculina,-,Men's chain,-,Corrente masculina,-,CURRENT,0,597,UNIFY,true,true,true,true
2025 W17,marmujica,4566687,7156278,Fire OS,-,Fire,-,Fire OS,-,CURRENT,66681,159,UNIFY,true,false,true,true
2025 W17,marmujica,4546544,45378678,cadena de hombre,-,men's chain,-,corrente masculina,-,PROPOSED,0,4,UNIFY,false,false,true,true
2025 W17,marmujica,4613197,45367187,collar masculino,-,men's necklace,-,colar masulino,-,PROPOSED,0,1,UNIFY,false,false,true,true
2025 W17,marmujica,4613197,28130258,Collar para hombres,-,Men's necklace,-,Colar para homens,-,CURRENT,0,367,UNIFY,false,false,false,true
2025 W17,marmujica,4613197,45371289,collar hombre,-,men's necklace,-,colar masculino,-,PROPOSED,0,481,UNIFY,false,false,true,true
2025 W17,marmujica,4589027,37720227,Pomada,-,Pomade,-,Cera Pomada,-,PROPOSED,0,1,UNIFY,false,false,true,false
2025 W17,marmujica,4546544,44918528,Cadenas para hombre,-,Men's Chains,-,Correntes Masculinas,-,PROPOSED,0,2,UNIFY,false,false,true,true
2025 W17,marmujica,4613197,44921152,collar hombres,-,men's necklace,-,colar masculino,-,PROPOSED,0,1,UNIFY,false,false,true,true
2025 W17,marmujica,4526037,12912036,Aderezo,-,Dressing,-,Molho,-,CURRENT,4880,304,UNIFY,true,true,true,true
2025 W17,marmujica,4613197,45251766,Collar para hombre,-,Men's necklace,-,Colar Masculina,-,PROPOSED,0,1,UNIFY,false,false,true,true
2025 W17,marmujica,4302274,23968535,Mclarenol,-,Mclarenol,-,Mclarenol,-,CURRENT,1058449,60,UNIFY,true,true,true,true
2025 W17,marmujica,4613199,48533879,Femenino,-,Feminine,-,Coração,-,PROPOSED,0,1,UNIFY,false,false,false,false
2025 W17,marmujica,4613197,48253750,collares hombr,-,men's necklaces,-,colares masculinos,-,PROPOSED,0,1,UNIFY,false,false,true,true
2025 W17,marmujica,4613197,45343292,collares hombre,-,men's necklaces,-,colares masculinos,-,PROPOSED,0,451,UNIFY,false,false,true,true
2025 W17,marmujica,4613199,17105330,Femenina,-,Feminine,-,Feminina,-,CURRENT,13,42,UNIFY,true,true,true,true
2025 W17,marmujica,4613197,46283163,Collar para hombres,-,Men's necklace,-,Colar Masculino,-,CURRENT,0,37,UNIFY,false,false,false,true
2025 W17,marmujica,4566711,21873732,A presión,-,Pressure,-,De pressão,-,CURRENT,1831,58,UNIFY,true,true,true,true
2025 W17,marmujica,3988520,40907214,compleaños,-,birthdays,-,aniversário,-,PROPOSED,0,2,UNIFY,false,false,false,true
2025 W17,llingeri,3988517,26869829,Como se describe,-,As described,-,Conforme descrito,-,PROPOSED,192,1,UNIFY,true,false,true,true
2025 W17,llingeri,3988517,27662806,Como se describió,-,As Described,-,as described,-,CURRENT,65747,10,UNIFY,false,false,true,true
2025 W17,marmujica,3988520,47020925,Cumpleñaos,-,Birthdays,-,Aniversário,-,PROPOSED,0,2,UNIFY,false,false,false,true
2025 W17,llingeri,3988517,14773710,Como descrito,-,As described,-,As described,-,PROPOSED,10420,75,UNIFY,false,false,true,true
2025 W17,llingeri,3988517,24061012,Como se describe,As described,As described,-,Conforme descrito,As described,CURRENT,5272068,226,UNIFY,false,true,true,true
